npy_filepath,label,original_size,new_size,original_file_path,split
"train/TCGA-55-1594-01Z-00-DX1-46196-8343-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(181, 282)","(181, 282)","1.training/TCGA-55-1594-01Z-00-DX1-46196-8343-[1, 1, 0].png",train
"train/1109944-30064-49261-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(260, 269)","(260, 269)","1.training/1109944-30064-49261-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-29501-32720-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 180)","(262, 180)","1.training/TCGA-99-7458-01A-01-BS1-29501-32720-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-27275-8963-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(287, 298)","(287, 298)","1.training/TCGA-67-6217-01A-01-TS1-27275-8963-[1, 1, 0].png",train
"train/1021408-12652-29561-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(198, 259)","(198, 259)","1.training/1021408-12652-29561-[0, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-26203-18892-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 161)","(271, 161)","1.training/TCGA-55-6983-01Z-00-DX1-26203-18892-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-21243-24179-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(221, 242)","(221, 242)","1.training/TCGA-99-7458-01A-01-BS1-21243-24179-[1, 1, 0].png",train
"train/1115189-20431-38362-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(153, 240)","(153, 240)","1.training/1115189-20431-38362-[1, 1, 0].png",train
"train/1218745-29229-25023-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(203, 267)","(203, 267)","1.training/1218745-29229-25023-[1, 1, 0].png",train
"train/1224965-9711-39071-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(194, 280)","(194, 280)","1.training/1224965-9711-39071-[1, 0, 0].png",train
"train/1115849-24695-12892-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(153, 190)","(153, 190)","1.training/1115849-24695-12892-[1, 0, 0].png",train
"train/1111462-10687-16542-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(238, 202)","(238, 202)","1.training/1111462-10687-16542-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-54766-38298-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(235, 237)","(235, 237)","1.training/TCGA-78-8662-01Z-00-DX1-54766-38298-[1, 1, 0].png",train
"train/1115849-31326-54141-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 241)","(154, 241)","1.training/1115849-31326-54141-[1, 1, 0].png",train
"train/1200530-10466-3978-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(198, 213)","(198, 213)","1.training/1200530-10466-3978-[1, 0, 0].png",train
"train/1224965-15642-35816-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(282, 273)","(282, 273)","1.training/1224965-15642-35816-[1, 0, 0].png",train
"train/440682-30560-21701-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(204, 262)","(204, 262)","1.training/440682-30560-21701-[1, 1, 0].png",train
"train/1115849-31326-55321-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 191)","(186, 191)","1.training/1115849-31326-55321-[1, 1, 0].png",train
"train/1209158-26256-18630-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(265, 194)","(265, 194)","1.training/1209158-26256-18630-[1, 1, 0].png",train
"train/1223954-8093-9867-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(268, 300)","(268, 300)","1.training/1223954-8093-9867-[1, 0, 0].png",train
"train/1022068-21733-53421-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(150, 272)","(150, 272)","1.training/1022068-21733-53421-[1, 1, 0].png",train
"train/1114839-18974-31521-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(259, 258)","(259, 258)","1.training/1114839-18974-31521-[1, 0, 0].png",train
"train/1031280-22676-27363-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(210, 272)","(210, 272)","1.training/1031280-22676-27363-[1, 0, 0].png",train
"train/1222870-9483-37096-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(152, 266)","(152, 266)","1.training/1222870-9483-37096-[0, 1, 0].png",train
"train/1115849-29551-10694-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(244, 244)","(244, 244)","1.training/1115849-29551-10694-[1, 1, 0].png",train
"train/1200530-12872-12010-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 287)","(272, 287)","1.training/1200530-12872-12010-[1, 1, 0].png",train
"train/1006595-15939-32428-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 153)","(256, 153)","1.training/1006595-15939-32428-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-62051-37621-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 277)","(271, 277)","1.training/TCGA-97-8175-01Z-00-DX1-62051-37621-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-10320-36421-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(178, 199)","(178, 199)","1.training/TCGA-53-A4EZ-01Z-00-DX1-10320-36421-[1, 1, 0].png",train
"train/447079-16824-20050-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(276, 186)","(276, 186)","1.training/447079-16824-20050-[1, 1, 0].png",train
"train/1122944-25078-42060-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(176, 279)","(176, 279)","1.training/1122944-25078-42060-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-26194-12319-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 182)","(262, 182)","1.training/TCGA-53-A4EZ-01Z-00-DX1-26194-12319-[1, 1, 0].png",train
"train/1223954-18443-15315-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 227)","(264, 227)","1.training/1223954-18443-15315-[1, 1, 0].png",train
"train/1021305-5099-37300-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(213, 186)","(213, 186)","1.training/1021305-5099-37300-[0, 0, 1].png",train
"train/1203706-42704-43617-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(226, 223)","(226, 223)","1.training/1203706-42704-43617-[1, 1, 0].png",train
"train/1222870-22149-12368-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(240, 286)","(240, 286)","1.training/1222870-22149-12368-[0, 0, 1].png",train
"train/1122944-45877-40432-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(203, 174)","(203, 174)","1.training/1122944-45877-40432-[1, 0, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-77354-8287-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(206, 167)","(206, 167)","1.training/TCGA-78-8662-01Z-00-DX1-77354-8287-[0, 1, 0].png",train
"train/1115849-41132-39639-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(232, 212)","(232, 212)","1.training/1115849-41132-39639-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-106166-59708-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 299)","(192, 299)","1.training/TCGA-53-A4EZ-01Z-00-DX1-106166-59708-[1, 1, 0].png",train
"train/1006595-12145-27670-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(179, 243)","(179, 243)","1.training/1006595-12145-27670-[0, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-79142-65770-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(188, 201)","(188, 201)","1.training/TCGA-86-8279-01Z-00-DX1-79142-65770-[1, 1, 0].png",train
"train/447079-10698-56050-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(250, 193)","(250, 193)","1.training/447079-10698-56050-[0, 0, 1].png",train
"train/1223954-14303-48003-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 193)","(207, 193)","1.training/1223954-14303-48003-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-84574-59666-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(227, 183)","(227, 183)","1.training/TCGA-53-A4EZ-01Z-00-DX1-84574-59666-[1, 1, 0].png",train
"train/1125346-7032-10011-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(279, 182)","(279, 182)","1.training/1125346-7032-10011-[1, 0, 0].png",train
"train/440930-12269-19072-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(233, 269)","(233, 269)","1.training/440930-12269-19072-[1, 1, 0].png",train
"train/TCGA-73-7498-01A-01-TS1-10193-15335-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(191, 196)","(191, 196)","1.training/TCGA-73-7498-01A-01-TS1-10193-15335-[1, 1, 0].png",train
"train/1114839-18974-34159-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(234, 187)","(234, 187)","1.training/1114839-18974-34159-[1, 0, 0].png",train
"train/1005919-24026-57166-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(280, 212)","(280, 212)","1.training/1005919-24026-57166-[0, 0, 1].png",train
"train/444302-11971-49959-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(174, 210)","(174, 210)","1.training/444302-11971-49959-[0, 1, 0].png",train
"train/1021305-7563-33037-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(221, 255)","(221, 255)","1.training/1021305-7563-33037-[0, 0, 1].png",train
"train/1121662-15839-41818-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(160, 192)","(160, 192)","1.training/1121662-15839-41818-[1, 0, 0].png",train
"train/1109944-16311-47937-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(252, 207)","(252, 207)","1.training/1109944-16311-47937-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-92308-62177-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(154, 160)","(154, 160)","1.training/TCGA-97-8175-01Z-00-DX1-92308-62177-[0, 1, 0].png",train
"train/440682-41894-29408-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(157, 279)","(157, 279)","1.training/440682-41894-29408-[1, 1, 0].png",train
"train/1111462-9852-14596-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 253)","(272, 253)","1.training/1111462-9852-14596-[1, 1, 0].png",train
"train/1114839-11338-31521-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(170, 285)","(170, 285)","1.training/1114839-11338-31521-[1, 1, 0].png",train
"train/1117906-21524-15509-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(299, 220)","(299, 220)","1.training/1117906-21524-15509-[0, 1, 0].png",train
"train/1222870-18626-6214-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(284, 273)","(284, 273)","1.training/1222870-18626-6214-[0, 0, 1].png",train
"train/1218745-19033-21761-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(163, 185)","(163, 185)","1.training/1218745-19033-21761-[1, 1, 0].png",train
"train/449636-22462-11070-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(185, 173)","(185, 173)","1.training/449636-22462-11070-[0, 0, 1].png",train
"train/1117906-38006-38248-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(189, 152)","(189, 152)","1.training/1117906-38006-38248-[0, 0, 1].png",train
"train/1121662-21539-51768-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(294, 297)","(294, 297)","1.training/1121662-21539-51768-[1, 1, 0].png",train
"train/1203706-23570-36017-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(246, 247)","(246, 247)","1.training/1203706-23570-36017-[1, 1, 0].png",train
"train/1203706-42704-47417-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(233, 209)","(233, 209)","1.training/1203706-42704-47417-[1, 1, 0].png",train
"train/1021408-29242-31025-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(168, 192)","(168, 192)","1.training/1021408-29242-31025-[1, 0, 0].png",train
"train/1217322-52793-30942-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(246, 152)","(246, 152)","1.training/1217322-52793-30942-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-23653-37689-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(153, 190)","(153, 190)","1.training/TCGA-67-6217-01A-01-TS1-23653-37689-[1, 1, 0].png",train
"train/1122944-48985-22895-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(227, 156)","(227, 156)","1.training/1122944-48985-22895-[0, 0, 1].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-73059-38515-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(283, 225)","(283, 225)","1.training/TCGA-53-A4EZ-01Z-00-DX1-73059-38515-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-94876-38555-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(218, 216)","(218, 216)","1.training/TCGA-78-8662-01Z-00-DX1-94876-38555-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-40300-50645-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(159, 266)","(159, 266)","1.training/TCGA-78-8662-01Z-00-DX1-40300-50645-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-36450-9857-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(249, 271)","(249, 271)","1.training/TCGA-55-1594-01Z-00-DX1-36450-9857-[1, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-43042-61337-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(241, 209)","(241, 209)","1.training/TCGA-MN-A4N4-01Z-00-DX1-43042-61337-[1, 1, 0].png",train
"train/1032888-23392-8465-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(279, 179)","(279, 179)","1.training/1032888-23392-8465-[0, 0, 1].png",train
"train/1005919-12892-23148-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(210, 224)","(210, 224)","1.training/1005919-12892-23148-[1, 1, 0].png",train
"train/1122793-20196-8972-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(251, 158)","(251, 158)","1.training/1122793-20196-8972-[0, 0, 1].png",train
"train/436219-37525-51777-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(248, 238)","(248, 238)","1.training/436219-37525-51777-[1, 1, 0].png",train
"train/439448-40234-32922-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(247, 232)","(247, 232)","1.training/439448-40234-32922-[1, 1, 0].png",train
"train/1209559-20907-25465-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(199, 273)","(199, 273)","1.training/1209559-20907-25465-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-43907-32983-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(278, 292)","(278, 292)","1.training/TCGA-55-1594-01Z-00-DX1-43907-32983-[1, 1, 0].png",train
"train/1009800-42280-53120-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(166, 206)","(166, 206)","1.training/1009800-42280-53120-[0, 0, 1].png",train
"train/1206584-15667-48335-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 218)","(264, 218)","1.training/1206584-15667-48335-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-52265-25829-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(226, 289)","(226, 289)","1.training/TCGA-78-8662-01Z-00-DX1-52265-25829-[1, 1, 0].png",train
"train/1021305-5099-36691-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(258, 190)","(258, 190)","1.training/1021305-5099-36691-[0, 0, 1].png",train
"train/1022068-7859-39491-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(264, 169)","(264, 169)","1.training/1022068-7859-39491-[0, 1, 0].png",train
"train/1004470-15049-20911-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(198, 165)","(198, 165)","1.training/1004470-15049-20911-[1, 1, 0].png",train
"train/1021305-12470-48657-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(179, 210)","(179, 210)","1.training/1021305-12470-48657-[0, 1, 0].png",train
"train/1122944-40807-49723-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(207, 154)","(207, 154)","1.training/1122944-40807-49723-[0, 0, 1].png",train
"train/TCGA-55-7570-01Z-00-DX1-17262-36058-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(184, 246)","(184, 246)","1.training/TCGA-55-7570-01Z-00-DX1-17262-36058-[0, 0, 1].png",train
"train/TCGA-55-1594-01Z-00-DX1-70357-48260-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(151, 170)","(151, 170)","1.training/TCGA-55-1594-01Z-00-DX1-70357-48260-[1, 1, 0].png",train
"train/1138508-17310-13687-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(296, 244)","(296, 244)","1.training/1138508-17310-13687-[1, 1, 0].png",train
"train/1200530-4852-12010-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 227)","(288, 227)","1.training/1200530-4852-12010-[1, 1, 0].png",train
"train/1114839-11338-30202-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(165, 184)","(165, 184)","1.training/1114839-11338-30202-[1, 1, 0].png",train
"train/1032888-10339-4462-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(194, 290)","(194, 290)","1.training/1032888-10339-4462-[1, 1, 0].png",train
"train/1124863-15256-23407-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(182, 158)","(182, 158)","1.training/1124863-15256-23407-[1, 1, 0].png",train
"train/1221636-36614-58397-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 260)","(271, 260)","1.training/1221636-36614-58397-[1, 1, 0].png",train
"train/1004470-20542-49267-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(173, 196)","(173, 196)","1.training/1004470-20542-49267-[1, 1, 0].png",train
"train/1114839-24701-28883-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(267, 269)","(267, 269)","1.training/1114839-24701-28883-[1, 1, 0].png",train
"train/1022068-23715-25561-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(173, 217)","(173, 217)","1.training/1022068-23715-25561-[1, 1, 0].png",train
"train/1115849-17411-7397-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(160, 218)","(160, 218)","1.training/1115849-17411-7397-[1, 0, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-12671-24490-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(208, 229)","(208, 229)","1.training/TCGA-99-7458-01A-01-BS1-12671-24490-[1, 1, 0].png",train
"train/1138508-8224-15289-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(300, 229)","(300, 229)","1.training/1138508-8224-15289-[1, 1, 0].png",train
"train/447079-7536-55751-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(184, 167)","(184, 167)","1.training/447079-7536-55751-[0, 0, 1].png",train
"train/TCGA-78-8662-01Z-00-DX1-4078-55539-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(226, 197)","(226, 197)","1.training/TCGA-78-8662-01Z-00-DX1-4078-55539-[0, 1, 0].png",train
"train/1200530-8862-23054-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(228, 250)","(228, 250)","1.training/1200530-8862-23054-[1, 0, 0].png",train
"train/449636-26718-11538-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(280, 157)","(280, 157)","1.training/449636-26718-11538-[0, 0, 1].png",train
"train/1109944-20258-32492-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(185, 164)","(185, 164)","1.training/1109944-20258-32492-[0, 0, 1].png",train
"train/449636-21361-35681-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(160, 279)","(160, 279)","1.training/449636-21361-35681-[0, 1, 0].png",train
"train/1200530-7258-16026-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(168, 231)","(168, 231)","1.training/1200530-7258-16026-[1, 1, 0].png",train
"train/449636-27782-6624-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(227, 152)","(227, 152)","1.training/449636-27782-6624-[0, 0, 1].png",train
"train/1004276-13148-14273-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 237)","(207, 237)","1.training/1004276-13148-14273-[1, 1, 0].png",train
"train/1021305-9975-50667-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(213, 300)","(213, 300)","1.training/1021305-9975-50667-[0, 1, 0].png",train
"train/1224965-33435-48836-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(155, 250)","(155, 250)","1.training/1224965-33435-48836-[1, 0, 0].png",train
"train/1121662-12989-47788-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(181, 179)","(181, 179)","1.training/1121662-12989-47788-[1, 1, 0].png",train
"train/1200530-12070-6990-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(270, 203)","(270, 203)","1.training/1200530-12070-6990-[1, 1, 0].png",train
"train/1115189-40618-50506-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(223, 248)","(223, 248)","1.training/1115189-40618-50506-[0, 1, 0].png",train
"train/1004470-29697-47599-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(294, 161)","(294, 161)","1.training/1004470-29697-47599-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-56399-44435-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 258)","(156, 258)","1.training/TCGA-86-8279-01Z-00-DX1-56399-44435-[1, 1, 0].png",train
"train/1021408-30901-16385-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(293, 239)","(293, 239)","1.training/1021408-30901-16385-[1, 1, 0].png",train
